frame	cav_1	cav_2	cav_3	cav_4	cav_5	cav_6	cav_7	cav_8	cav_9	cav_10	cav_11	cav_12	cav_13	cav_14	cav_15	cav_16	cav_17	cav_18	cav_19	cav_20	cav_21	cav_22	cav_23	cav_24	cav_25	cav_26	cav_27	cav_28	cav_29	cav_30	cav_31	cav_32	cav_33	cav_34	cav_35	cav_36	cav_37	cav_38	cav_39	cav_40	cav_41	cav_42	cav_43	cav_44	cav_45	cav_46	cav_47	cav_48	cav_49	cav_50	cav_51	cav_52	cav_53	cav_54	cav_55	cav_56	cav_57	cav_58	cav_59	cav_60	cav_61	cav_62	cav_63	cav_64	cav_65	cav_66	cav_67	cav_68	cav_69	cav_70	cav_71	cav_73	cav_74	cav_75	cav_76	cav_77	cav_78	cav_79	cav_80	cav_81	cav_82	cav_83	cav_84	cav_85	cav_86	cav_87	cav_88	cav_89	cav_90	cav_91	cav_92	cav_93	cav_94	cav_95	cav_96	cav_97	cav_98	cav_99	cav_100	cav_101	cav_102	cav_103	cav_104	cav_105	cav_106	cav_107	cav_108	cav_109	cav_110	cav_111	cav_112	cav_113	cav_114	cav_115	cav_116	cav_117	cav_118	cav_119	cav_120	cav_121	cav_122	cav_123	cav_124	cav_125	cav_126	cav_127	cav_128	cav_129	cav_130	cav_131	cav_132	cav_133	cav_134	cav_135	cav_136	cav_137	cav_138	cav_139	cav_140	cav_141	cav_142	cav_143	cav_144	cav_145	cav_146	cav_147	cav_148	cav_149	cav_150	cav_151	cav_152	cav_153	cav_154	cav_155	cav_156	cav_157	cav_158	cav_159	cav_160	cav_161	cav_162	cav_163	cav_164	cav_165	cav_166	cav_167	cav_168	cav_169	cav_170	cav_171	cav_172	cav_173	cav_174	cav_175	cav_176	cav_177	cav_178	cav_179	cav_180	cav_181	cav_182	cav_183	cav_184	cav_185	cav_186	cav_187	cav_188	cav_189	cav_190	cav_191	cav_192	cav_193	cav_194	cav_195	cav_196	cav_197	cav_198	cav_199	cav_200	cav_201	cav_202	cav_203	cav_204	cav_205	cav_206	cav_207	cav_208	cav_209	cav_210	cav_211	cav_212	cav_213	cav_214	cav_215	cav_216	cav_217	cav_218	cav_219	cav_220	cav_221	cav_222	cav_223	cav_224	cav_225	cav_226	cav_227	cav_228	cav_229	cav_230	cav_231	cav_232	cav_233	cav_234	cav_235	cav_236	cav_237	cav_238	cav_239	cav_240	cav_241	cav_242	cav_243	cav_244	cav_245	cav_246	cav_247	cav_248	cav_249	cav_250	cav_251	cav_252	cav_253	cav_254	cav_255	sum
28	207.38	0	318.12	0	0	59.62	114.62	79	0	15.75	0	0	0	0	0	0	0	39.62	0	113.75	13.75	19.25	0	418.5	0	0	136.12	0	96.12	32.75	0	76.25	12.75	0	12.75	0	0	0	38.12	17.62	0	0	0	0	0	29.75	20.75	112.62	31	0	0	81	19.88	91	0	0	0	0	0	113.38	41.75	0	0	141	63.62	66.62	16	51.75	0	12.75	0	422.62	0	57.75	62.5	0	0	60.62	40.88	0	256.75	0	13.88	15	0	0	86.25	0	15	0	24.12	39.38	0	0	0	0	86.62	0	0	0	0	0	71	45.25	0	27.75	25.88	0	0	0	0	0	26.5	26.62	20.88	20.38	0	0	12.75	0	0	35.62	17.25	0	0	0	85.88	77.25	0	0	0	33.75	213.75	13.5	185.25	0	0	21.5	0	0	40.25	0	0	127.5	48.88	0	0	0	57.38	0	0	0	0	0	0	0	24.38	214.38	0	0	0	0	0	138.62	260.5	0	197.88	15.25	0	46.5	0	12.75	77.62	27.38	0	0	0	0	217.12	0	0	44.5	0	0	357	0	0	0	0	0	44.12	0	0	0	0	0	0	0	67.25	113.12	61.75	27.88	0	0	0	37.12	0	38.75	434.25	30.75	0	0	0	0	120.88	198	0	0	0	347.25	84.25	0	228.75	68.38	0	0	0	0	26.25	106.62	0	262.62	78.62	365.25	125.5	0	0	56.62	21.38	17.62	393.38	75.5	0	24.88	0	12.75	0	0	12.75	24	42.25	20.25	0	0	19778
29	240.25	0	292.12	0	0	59.88	123.62	112.62	0	14.25	0	0	0	0	0	0	0	13	0	114.75	14.88	0	0	390.12	0	0	139.5	0	111.38	0	0	53.75	0	34.5	15	0	18.75	0	34.38	0	0	0	0	0	0	29.12	37.5	101.5	23.75	0	0	95.38	40.62	92.5	0	0	0	0	21.12	116.62	35.5	0	0	141.25	60.12	57.88	16	40.12	0	0	0	465.62	0	62.75	64.75	0	0	65.38	40	0	239.62	0	26.88	21.75	0	20.12	58.75	0	21.25	0	17.25	49	0	0	0	0	82.88	0	0	0	0	0	45.75	73.12	0	18.62	35.38	0	0	0	0	0	25.12	17.25	21.5	26.88	0	0	15.38	0	0	32.88	26.5	21.75	0	0	86.75	88.38	0	0	0	29.75	210	12.38	210	0	0	16.62	0	0	35.75	0	0	118.25	42.88	0	0	0	52.5	0	0	0	0	0	0	0	0	226.38	0	0	0	0	0	143.12	257.25	0	162.25	0	0	47.5	0	20.75	75.62	29.62	0	0	0	0	192.88	0	0	42.12	0	0	395.88	0	0	0	0	0	48.5	0	0	0	0	0	0	0	70.62	102.88	66.75	21.75	0	0	0	21.5	0	54.12	401.5	31.5	0	0	16.38	0	118.75	197.25	0	0	0	324.12	93.38	14.75	228.5	44.5	0	0	0	0	15	101.38	0	267.38	87.88	377.12	122.88	0	0	49.88	27.25	13.88	393.5	56.62	0	23.5	0	0	0	0	16.62	34.75	44	20.25	0	0	19865.62
30	270.62	0	292.5	0	0	22.25	132.38	116.62	0	14	0	0	0	0	0	0	0	12.38	0	103.88	0	0	0	135	0	0	140.5	0	118.5	0	0	42.75	0	0	0	12.75	53.75	0	31.38	20.38	0	0	0	0	0	27.25	31	92.12	0	12.75	0	113.38	46.25	94.38	0	0	0	0	38.25	121.88	30.25	0	0	132.88	60.88	59.75	18.25	26.12	0	0	0	523.88	0	68.5	63.5	0	0	45.38	47	0	208.5	0	44	25.88	0	0	38.12	0	38	18.25	12.75	43	0	0	0	0	80.25	0	0	0	0	0	30.25	108.38	0	20	17.62	0	0	0	0	0	32.38	20.88	23.25	29.38	0	0	0	0	0	37.38	35.38	23.88	15.38	0	96.38	108.75	0	0	14.75	28.38	202.75	0	168.62	16	0	16.25	0	0	50.88	0	0	110.12	40.25	0	0	0	46.5	0	0	0	0	0	0	0	0	183.88	0	0	22.25	0	0	142.75	253	0	125.12	0	0	38.38	0	0	76.5	15	0	0	0	0	173.25	0	0	41.12	0	0	461.5	0	0	0	0	0	48	0	0	0	0	0	0	0	51.88	81	58.88	22	0	0	16.12	45	0	59.62	442.25	37.38	0	0	17.12	0	107	194.62	0	0	0	260.12	91.5	14.88	209.38	39.75	0	0	0	0	15	104.25	0	268	86.62	407.5	108.25	0	0	60.62	33.75	12.75	387.5	36.25	0	0	0	0	0	0	19.25	37.75	55.5	36.75	0	0	19842.88
31	271.38	0	251.75	0	0	21	130.5	71.12	0	0	0	0	0	0	0	0	0	0	0	102.25	0	12.75	0	110	0	0	143.62	0	71.62	0	0	39	0	0	0	14	46.5	0	23.12	0	0	12.62	0	0	0	23.88	44.88	89.5	21.12	0	0	113	62.5	95.38	0	0	15.12	0	38.38	130.12	29	0	0	121.5	76.75	62	28.5	0	0	0	0	567.88	0	73.12	22	0	0	65.5	45	12	206.75	0	0	24.88	0	0	29.62	0	43.88	37.12	0	42.62	0	0	0	0	81.38	0	12.62	0	0	0	27.38	110.5	0	16.25	0	0	0	0	0	0	15.5	18.88	23.25	30.75	0	0	0	0	0	34.38	43	15.75	15.12	0	105.5	105.88	0	0	14.75	18.75	199.5	0	158.38	16	0	14.62	0	0	41.75	40.75	0	101.75	35.25	0	0	0	69.75	0	0	0	0	0	0	0	0	202.62	0	0	22.88	0	0	149.88	268	26.75	105.25	0	0	43	0	0	79	0	0	0	0	0	85	0	0	41.12	0	0	481.88	0	0	0	0	0	47.38	0	0	0	0	64.12	0	0	58.88	67.88	65.38	19.38	0	0	13.62	88.88	0	63.5	425.12	45.5	0	0	19.62	0	109.88	180	0	0	0	241.5	73.75	0	202.12	53.88	0	0	0	0	30.75	112.38	0	261.25	85.75	429.88	89.88	0	0	27.75	34.38	15	441.62	31.25	0	13.38	0	0	0	12.75	15	38.25	47.12	43.88	0	12.75	19856
32	271.5	0	328.62	0	0	19.88	137.12	37	0	0	15.75	0	24	29.12	0	0	0	0	0	97.12	14.75	0	0	126.12	0	0	144.38	0	53.62	0	0	37.62	0	0	0	22.88	45.38	0	25	0	0	31.88	0	0	0	28	55	88.88	30.12	0	0	126	70.5	77	0	0	12.5	12.75	31.5	135.25	25.5	0	0	107.12	69.38	63.12	42.12	0	0	0	0	568.75	0	86.5	31	0	0	95.88	49.5	13.12	203.62	0	0	27.88	0	0	24.75	0	29.88	76.88	0	57.12	0	0	0	0	85.5	0	0	0	0	0	24.88	112.38	0	13.75	30	0	0	0	0	37.12	30.62	0	26.38	35	34.5	0	0	0	0	36.12	51.38	17	15	0	149.5	101.25	0	0	0	34.62	211.5	0	161.38	16	0	0	0	0	49.62	33.62	0	110	33.88	0	0	19.25	79	0	0	0	0	0	0	0	0	194.62	0	0	12.75	0	0	116.62	264.12	35	82.62	0	0	46.88	0	0	73.88	0	0	0	0	0	58.25	0	0	59.25	0	0	519.88	0	0	26.75	12.75	0	57.12	0	0	0	0	0	0	0	65.62	45.38	56.38	19.75	0	0	0	99.38	0	62.62	413.75	53.62	0	0	24.12	0	105	188.25	0	0	0	226.38	56.75	0	209.88	51.12	0	46.88	0	0	45.75	116.62	15.25	248.88	86.75	412.12	59.5	0	14	29.25	35.62	0	461.62	25.62	0	13.75	0	0	0	36.75	14	31.25	59.12	14	0	0	20288.75
33	298.5	0	308.62	0	0	21.38	145.12	15	0	0	0	0	47.25	41.25	0	0	0	0	0	97	0	12.75	0	124.88	12.25	0	145.62	0	64.5	0	0	20.62	0	0	0	33.75	20.88	0	30.5	0	0	26.5	0	0	0	28.25	20.38	87.88	35.25	12.75	0	166.25	56.25	25.62	0	0	12.75	21.75	36.5	130.88	23.88	14	0	109.25	76.75	66.75	47.88	0	0	0	0	585.25	0	82.5	52.88	12.75	0	112.12	49.25	15	199	0	0	29.5	0	0	14.62	0	43	105.25	14	67	0	0	0	0	85	0	0	0	0	0	18.25	140.62	0	17.12	33.5	0	0	0	0	39.12	15.38	19.38	16.62	35.62	96.38	0	0	0	0	32.5	49.12	12.38	0	0	156.5	118.38	0	0	14	31.88	193.88	0	138.38	15	0	0	0	0	12.75	28.88	0	99.5	33.88	0	0	27.75	90	0	0	0	0	0	0	0	0	180.62	0	0	12.75	0	0	52.62	276.62	51	73.5	0	0	44.38	0	0	70.62	16.5	0	0	0	0	0	0	41.62	58.38	0	0	516.38	0	0	37.25	0	0	55.75	0	0	0	0	0	0	0	91.12	41.5	46.88	19.75	0	0	0	104.88	0	17.88	426.12	49.38	13.75	0	45.88	0	97.88	182.5	0	0	14.75	222.88	46.25	0	214.88	39.12	0	91.5	0	0	0	124.38	20.75	216.25	83.38	391.5	55.25	12.75	15	86.88	49.88	12.75	526.75	30.38	0	18.62	0	0	0	53.12	0	35.62	54.62	26.38	0	0	20511.25
34	262.25	0	289.38	0	0	18.62	148.38	16.62	0	0	0	0	52.88	65.5	0	0	0	12.62	0	104.62	0	0	0	123.75	16.38	0	152	0	61	0	15	49.62	0	0	0	48.38	20.25	0	31.5	0	0	0	0	0	0	29.12	21.38	92	36.5	0	0	56	57.12	0	0	0	12.75	31	30.12	124.12	24.38	0	0	121.25	56.5	89.38	56.75	0	0	0	0	586.12	0	58.75	14.38	0	0	109.38	45.25	13	177.88	0	0	20.25	0	0	0	0	31.38	107.88	12.75	74.38	0	0	0	0	80.12	0	0	0	0	23.5	15	158.88	0	0	39.62	12.75	0	0	0	57.62	14.62	15.38	17.25	39.75	109.75	0	0	0	0	42.5	44.5	0	0	0	141.38	138.62	0	0	15	83.38	200.38	0	126.38	0	0	0	0	0	13.5	31.88	0	79.38	38.25	0	0	38.12	83.88	0	0	0	0	0	0	0	28.25	209.5	0	16.88	0	0	0	44	295.5	69.25	51.62	0	0	40.75	0	0	63.75	0	0	0	0	0	0	0	0	63.88	0	22.12	522.5	0	0	55.5	0	0	40.5	0	12.38	0	0	0	0	0	79.38	38	47.75	24.25	0	0	0	115.5	0	30.38	453.88	29.62	0	0	66.12	0	92.25	161.12	0	15	17.25	201.12	53.62	21	218	48.38	0	86.5	0	0	0	147.25	18	196.88	84.38	368.25	42.88	12.62	16	110.5	72.75	19.12	588.5	45.12	0	17.38	0	0	19.62	67.5	12.75	33.88	66	28.62	0	0	20613.62
35	230.5	0	317.12	0	0	25.75	147.38	0	0	0	0	0	70.25	53.25	0	0	0	0	13.88	112.88	0	0	0	188.5	0	0	133.62	0	87.88	0	15	76.25	0	0	0	46.5	0	0	30.12	0	0	0	0	47.5	0	28.12	0	92.5	33.25	0	0	32.5	64.88	17	0	0	0	39.5	26.12	127	23.38	25.25	0	126	0	77.75	62	15.5	0	0	0	574.88	0	66	14.12	0	0	123.88	34.12	0	109.88	14.88	0	15	0	0	0	0	25.5	101.62	16.62	75.25	0	0	0	0	69.88	0	0	0	0	37.38	17.25	157.62	0	0	69.75	12.75	0	0	0	68	19	0	0	33	114	0	0	0	0	38.62	44.88	0	0	0	148.12	167.5	0	0	0	43.5	203.38	0	174.88	0	0	0	0	0	24.5	30	0	110.38	40.88	0	0	47.5	99.38	0	0	0	0	0	0	0	23.75	262.88	0	24	0	0	0	41.75	300	108.75	52.62	12.88	0	33.25	0	0	72.12	0	0	0	0	0	0	0	0	59.88	15.62	0	505.88	0	0	72.12	0	0	91.12	0	19.5	0	0	0	0	0	71.5	43.5	45.38	37.5	0	0	21.25	144.12	0	26.12	450.12	39.5	12.12	0	64.25	0	68.12	137.5	0	15	17.12	170.12	37.62	0	224.5	59.88	0	78.62	0	25	0	148.62	18.25	167.12	83	344.12	41.88	17.62	17.12	110.5	84.25	19	624.38	31.25	0	0	0	26.75	20.75	70.62	0	35.25	85.5	32	0	0	20771.12
36	213.75	0	305.38	0	0	35.5	146.75	0	0	0	0	0	64.88	75.12	0	0	0	0	0	123.12	29.62	0	0	203.62	14.25	0	110.38	0	73.12	0	15	120.62	0	0	0	19.12	0	0	17.88	0	0	0	79.62	56.25	0	23.38	0	91.75	26.75	12.75	0	22.88	64.12	17.88	0	0	0	60.38	19.5	132.25	25.12	31.88	0	131.25	0	66.12	66.62	0	0	0	0	596.25	0	67.88	13.5	12.75	0	132.38	37.5	0	66.5	18.38	0	12.75	0	0	13.38	0	22.62	80.38	27.5	90	0	0	0	0	58.88	0	0	0	0	28.62	14	149.12	0	0	73	12.75	0	0	0	82	12.75	0	17.38	35.38	103.62	0	0	0	0	44	45.75	14.75	0	0	154.5	150.5	0	12.75	0	57.38	204.88	0	150.38	0	12.75	0	0	0	36	28.25	0	140.25	43	0	25	56.25	97.38	14.12	0	0	0	0	0	0	30.75	226.62	0	30.5	0	0	0	47.5	235.88	112.25	64.38	12.88	0	14.62	0	0	65	0	0	0	0	0	0	0	0	45.5	0	30.62	492.62	0	0	99	0	0	122.25	0	26.25	14	0	0	0	0	55.75	35	67.75	40.38	0	0	59.5	153.75	0	35.75	447.5	50.75	15.88	0	64.12	0	69.12	126	0	15	13.5	181.88	28.5	0	215.12	61.25	0	57.25	0	12.75	0	166.25	17	167.75	80	288.5	45.62	16	0	107.88	109.25	20.5	642.75	47	0	0	0	28.25	13.62	73.38	0	44.62	68.75	53.38	0	0	20933.75
37	203.75	0	307.12	0	0	38.88	150.75	0	0	0	15	0	28.75	0	0	12.75	0	0	0	122.25	12.75	0	0	197.25	12.5	0	104.75	0	79.25	0	17.25	120.25	0	0	0	14.62	0	0	0	0	0	14	76	61.12	0	23.38	0	98.88	23.62	20.62	0	0	43.38	0	0	17.5	0	68.75	17.25	123.38	44.25	41.75	0	120.38	0	60.5	68.75	0	0	0	0	606.62	0	83.38	13	0	0	123.75	39.38	0	68	18.88	0	0	13.12	0	13.38	0	15	22.75	41.12	91.38	0	0	0	0	51	0	0	0	0	23.38	0	144.75	0	0	73.5	35.88	0	0	0	88.88	29.25	0	19.88	29.25	91.25	0	41.62	0	0	45.25	18.25	18.12	0	0	200.62	98.12	0	17	0	59.12	295.12	0	208.38	0	17.62	0	0	0	44.62	15.75	0	149.62	39	0	24.25	61.25	91	0	0	0	0	0	0	0	33.62	191.25	0	32	0	0	0	56.5	289.88	82.88	73.12	0	0	54.12	0	0	66.62	0	0	0	0	0	0	0	0	38.62	0	0	507.25	0	15	114.12	12.75	0	136.88	0	28.38	0	0	0	0	0	55.12	22.25	77.5	40.5	0	0	73.38	161	0	67.62	405.5	54.25	12.12	0	57.62	0	71.25	115	0	0	12.25	176.88	20.12	0	212	53.88	0	53.25	0	0	0	147.62	18.62	170.88	72	226.75	44.25	37.75	0	95.75	107.62	19.5	680.88	53.62	0	0	0	20.88	0	74.88	0	37.5	38.75	65.5	0	0	21383.5
38	176	0	277.88	0	0	32.12	152.75	27.25	0	0	41.38	0	0	53.25	0	12.75	0	0	0	101.5	0	0	0	176.12	0	0	97.12	0	79.12	0	17.25	123	0	0	0	0	0	0	0	0	14.38	27.38	69.38	66	0	27.38	0	124.25	18.88	25.62	0	0	52.5	0	0	0	0	75.75	0	107.75	27.12	44.5	0	126.5	0	41.88	71.25	0	0	0	0	647.12	0	53	16	0	0	97.38	30.38	0	83.62	22.88	0	0	0	0	13.25	0	28.12	0	44.62	92.75	12	0	0	17	32.25	0	0	0	0	21.75	0	136.88	0	0	76.62	12.75	0	0	0	117.38	12	0	44	22.75	104.88	0	32.75	0	0	33.5	12.75	18.38	0	0	189.38	68	32	12.75	0	77.62	323.25	0	37.88	0	17.62	0	0	0	14	0	0	151.62	37.62	0	33.88	60.5	77.25	0	13.25	0	0	0	0	0	28.5	166	0	35.88	0	0	0	52.62	285.75	16.12	68.12	18.38	0	81.62	0	0	62.88	0	0	0	0	0	0	0	0	27.75	0	0	530.75	0	37.5	139.25	20.38	0	151.25	0	62	26.12	0	0	0	0	52.5	23.25	52.75	47.88	0	0	91.88	141.38	0	94.38	258.62	103.88	0	0	53.38	0	75	115.12	0	21.25	0	167.25	23.12	0	166	53.5	0	53.12	0	0	0	131.5	14.38	198.88	77.25	198	73.5	58.88	0	84.38	94.12	15	715.5	53.75	0	0	14.75	25.38	0	67.5	0	37.75	60.5	90	0	0	21206.5
39	174.25	0	219.38	0	0	37.88	149	0	0	0	53.75	0	0	20.25	0	0	0	0	14.5	129.12	0	15	0	169.38	12.75	0	87.25	0	81.88	0	15	130.75	0	0	0	12.75	0	0	0	0	17.88	0	79.88	69.88	0	34.5	0	121.5	12.75	22.12	0	0	58.12	0	0	0	0	86.88	0	105	24.5	49.62	0	122.25	0	27.62	72.38	0	0	0	0	641	0	50.62	12.12	0	0	91.75	27.25	0	81.62	42.38	0	0	0	0	16.25	0	0	0	45.38	83.75	14.62	0	0	0	25.25	0	0	0	0	19.25	0	130.25	0	0	99.88	49	0	0	0	114	27.12	0	40.88	20.75	113	0	36.25	0	0	14.88	0	36.25	0	0	106.75	90.88	15.38	14	0	74.5	309.12	0	14.75	0	16.62	0	0	0	0	0	0	154.25	38.25	0	35	68	65.12	0	0	0	0	0	0	0	0	147.75	0	35.25	0	0	0	56.12	256.12	0	67.88	0	0	123.5	0	0	60.75	0	0	13.75	0	0	0	0	0	23.25	0	0	529.88	0	16.62	182.25	38.25	0	159.12	0	49.38	37.12	0	0	0	0	58.88	13	52.75	46.75	0	0	86.5	93.75	0	90.12	428.88	87.75	0	0	83.75	0	52.62	114.62	15	27.75	14.75	159.75	24.12	0	150.38	57.25	0	56.88	0	0	0	129.75	20.12	196.5	78.5	225.25	26.5	74.88	0	63.62	59.5	13.75	746.38	50.62	0	0	14.75	14.12	0	57	0	33.5	91.62	85.75	0	12.75	21022.75
40	143.62	0	253.75	0	0	53.88	137.5	0	0	0	58.12	0	0	16.62	0	0	0	0	0	142.75	0	17.5	22.12	136.25	0	0	74.88	0	87.25	0	15	116.12	0	0	0	14	0	0	0	0	19.88	0	105.12	72.38	0	42.5	0	113.5	0	20.88	16.25	0	68.38	0	0	0	0	104.62	0	101.38	34.25	53.88	0	112.25	0	22.12	72.88	0	0	0	0	642.12	0	48.75	0	12.75	0	82.5	30	0	84.5	68.62	0	0	13.25	0	0	0	0	0	59	100.88	0	0	23.88	0	23.12	0	0	0	0	15	0	135.25	0	0	146	16.12	0	0	0	120.75	23.62	0	30.5	25.62	144.12	0	23.38	0	0	21.62	0	36.5	0	0	104.5	71.38	14	17	0	77.62	300.88	0	13.5	0	40.75	0	0	0	0	0	0	143.25	37.38	0	33.62	69.88	51.25	13.12	0	0	0	0	0	0	21.5	139.5	0	35.5	0	0	0	80.38	159.25	0	65.38	21.88	0	71.75	0	0	41.75	0	0	0	0	0	0	0	0	0	0	0	556.88	0	0	227.88	36.62	0	174.75	0	0	14.88	0	0	0	0	49.75	0	50.75	49.12	0	0	77.5	98.5	0	44.12	226.75	84.62	0	20.38	49.88	0	44.75	116.5	15	27.25	13	160	21.5	0	181	49.75	0	35.5	0	0	0	130.62	21.5	215.5	65.25	210.5	21.75	80.38	0	53.75	47	12.75	797.88	44.12	0	0	14.5	0	0	44.5	0	34.25	56.75	85.38	0	0	20715
41	71.38	0	243.12	0	0	55.38	124.12	0	0	0	55.75	0	0	17.62	0	32.12	12.75	0	0	150.88	0	17.5	27.12	94.75	0	0	55	0	127	0	12.75	81.5	0	14.75	0	0	0	0	0	0	13.12	0	76.62	79.12	0	48.88	17.88	92.38	12.5	0	19.12	0	56.5	0	0	0	0	138.12	0	103.62	32.12	57.25	0	115.38	0	20	88.75	0	0	0	0	653.25	0	44.75	0	12.75	0	70.5	28	0	90.75	67	0	0	0	0	0	0	0	0	37.12	93.5	0	0	25.62	0	14.88	0	0	0	0	0	0	144.12	0	0	159.25	15	0	0	0	121.25	26	0	17.88	24.5	221.88	0	23.62	0	0	14	12.75	38.25	0	0	91.25	104.25	18.12	16.88	0	76.25	270.12	0	13.88	0	27	0	0	0	0	0	0	140.88	37.5	0	13.5	0	31.88	18.12	0	0	0	0	0	0	0	152.5	0	36.5	0	0	0	83.25	125.62	0	49.38	21.88	0	67.75	0	0	36.25	0	0	0	0	0	0	12.75	0	0	0	0	567.75	0	0	228.5	44.88	0	193.88	12.75	0	15	0	0	0	0	41	0	51.25	45.38	0	0	0	95.75	0	38.62	249.25	68.25	0	12.75	31.25	0	42.38	115.88	15.38	14.88	0	150.38	12.75	0	177.62	55.38	0	33.62	0	15	0	124.88	21.12	217.62	63	213.75	0	104.12	0	46.62	22.88	15.38	988.38	0	0	0	0	0	0	26.75	0	44	82.12	92.5	0	0	20507.75
42	0	0	270.75	0	0	68.62	117.62	0	0	20	0	0	0	28.88	0	32	14	0	0	175.5	0	16.12	23.5	87.75	12.75	0	68.25	0	103.75	0	15	74.88	0	0	0	0	0	0	0	0	12.88	0	73.25	85.25	0	44.12	37.12	95.75	0	0	31.12	0	42	0	0	0	0	162.75	0	104.88	35.75	54.75	0	109	0	17	99.62	0	0	0	0	682.88	0	39.75	0	15	0	70.5	0	0	91.12	63.75	0	0	0	0	0	0	0	0	45.5	98.38	0	0	24.62	0	14.88	0	0	0	0	12.88	0	134.88	0	0	137	17.88	0	0	0	83.88	25.75	0	38.5	34.38	314.12	0	43.5	0	0	39.5	0	37.62	0	0	78.62	106	0	14	0	70.12	264.5	0	0	17.5	47.75	0	0	0	0	0	0	153.12	38.75	0	0	36.38	47.25	0	12.5	0	0	0	0	0	0	134.12	0	30.12	0	0	0	71.5	0	0	48.25	37.75	0	27.75	16.12	16.62	32.88	0	0	0	0	0	0	0	0	0	0	0	598.12	0	0	250.62	47	0	199.88	0	0	0	0	0	0	0	29.12	0	60.62	48.88	0	0	17.12	110.5	0	30.88	207.12	48.62	0	0	22.38	0	40.62	115.88	12.75	0	0	140.5	0	0	217.38	54.5	0	34.5	0	16.62	0	114.88	30.12	225.62	62.25	223.62	25.88	101.5	0	36.25	20.12	14.88	884.12	15.38	0	0	0	0	0	22	0	52.5	52.38	89.88	0	0	20288.75
43	0	12.75	280.88	0	0	71.88	110.75	13.12	0	24.12	0	0	0	36.5	0	21	0	0	0	210.88	0	17.5	21	51.88	0	0	59.88	0	87.62	0	14	84.5	0	0	0	15.5	0	0	0	0	13.12	0	70.25	84.25	0	50.5	29.88	98.62	0	0	41.12	0	33.5	0	0	0	0	164.5	0	109	37.62	46.25	0	97.38	0	0	118.62	0	0	0	0	707.12	0	31	0	26.75	0	92.25	0	0	111.12	77.5	0	0	0	0	0	0	0	0	33.75	96	13.38	0	14.38	0	18.88	0	0	0	17.12	12.25	0	140.88	0	0	97.12	23	0	0	0	0	20.25	0	37.62	40.88	352	0	23.25	0	0	23.62	0	30.38	0	0	80.38	109.75	0	0	0	54.12	219.88	0	0	27.25	50.12	0	0	0	0	0	0	151.12	68.38	0	0	19.5	81	0	0	0	0	0	19.75	0	0	110.12	0	16.62	0	0	0	67.12	0	0	50.38	40	0	14.75	0	17.12	32.25	0	0	0	0	0	0	14	0	0	0	0	602.25	0	0	266.25	55.25	0	230.25	0	0	0	0	0	0	0	29.62	0	64.75	56.25	0	0	0	119.25	0	0	152	48.38	0	0	16.5	0	40.5	110.75	25.5	0	0	128.75	0	0	239.75	54.88	0	54.75	0	0	0	105.88	26.5	239.12	55	294.25	24.62	109.38	0	33.88	20.62	0	942.38	0	0	0	0	0	0	0	0	57.88	39.12	93	0	0	20308.88
44	25.5	0	317.75	0	0	73.62	85.12	17.75	15.5	22.75	14.88	0	0	47.5	0	28.12	22	0	0	245	0	17.5	18.75	62.25	0	0	42	0	104.25	0	14	94.25	0	0	0	14.75	0	0	0	0	13.88	0	79.12	105.88	0	46.62	24.38	87.25	59.62	0	49.5	0	24.62	0	0	0	0	100.25	17.25	102	40.12	49.38	0	81.38	0	0	137.75	0	0	0	0	721.5	0	48.5	25.88	0	0	81.5	0	0	133.5	75.62	0	0	0	0	0	0	0	0	69.62	53.75	37.88	0	0	0	0	0	0	0	17.88	28.5	19.62	153	0	0	66.88	28.75	0	0	0	0	24.5	0	32.12	46.25	322.5	0	41	0	0	21.75	0	30.75	0	0	105.38	128.88	0	0	0	69.62	159.62	0	0	32.25	51.12	0	0	35.62	12.75	0	0	146.38	64.5	0	0	21.25	44.62	0	14.25	0	0	0	0	0	0	71.5	0	0	0	0	0	81.88	0	0	75.38	18.38	0	37.75	0	16.62	47.5	0	0	0	0	0	0	0	0	0	0	0	620.12	0	0	278.5	47.75	0	201.75	0	0	0	0	14.5	0	0	18.75	0	67.5	58.75	0	0	0	122.5	0	0	139.12	45.38	13.62	0	0	0	49.38	104.88	12.75	14	0	110.5	0	0	234.62	49.38	0	63.88	0	0	0	30.12	29.62	250	60.88	295.88	20.25	118.25	20.5	30.5	22	16.62	959.12	0	0	0	14.88	0	0	0	0	64.88	73.62	94.38	0	12.75	20598.62
